local_path,file_size,sha256,provenance_status
data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Ensembl_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,2120710,3580ec5144b4ed017fc418dd9fbbb96bbdabbcb1fae1ba6ab23410eaff3e091b,unverified
data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Ensembl_Transcript_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,4505673,9215f17a5f154b1a7af77726bf2f38073d12199c0ceefc6a0e92a7bebfc5ba5c,unverified
data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Gene_Symbol_Remapping_Human_Orthologs_MSigDB.v2026.1.Hs.chip,5990029,a30e815769a74efe5d4143bc51bd0266e030e4bce5d3605b02197ee305f4ba66,unverified
data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_ILLUMINA_Array_Human_Orthologs_MSigDB.v2026.1.Hs.chip,1334666,ab41073e49616a2ef6055036106cd5cefbd09384850f0b07aa268bc687e036fb,unverified
data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Image_Clone_Human_Orthologs_MSigDB.v2026.1.Hs.chip,12325914,e1fb9a11520cee0994df9b1ad05984876768cea5bac9ba0e47ede7de1eb7af2b,unverified
data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_NCBI_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,2096607,b65113d623ee551309827f42ea01ee172f84bcb107a205964655d5e9796c30f0,unverified
data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Phalanx_OneArray_Human_Orthologs_MSigDB.v2026.1.Hs.chip,1693951,afafae6016fe6fc83b377c1ba3c3a75f77da8b0dc2d3d5c4ea3614a0138b8bfa,unverified
data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_RefSeq_Accession_Extended_Human_Orthologs_MSigDB.v2026.1.Hs.chip,15280445,09a21e967c2ee631c39ec7937d597251871c2bec7fec21f88e9b5c73f4ee1fd7,unverified
data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_RefSeq_Accession_Human_Orthologs_MSigDB.v2026.1.Hs.chip,13326098,7c9300848f453bc025774e29af2a235756902fdb09e6dadfa9d9c203616ccf24,unverified
data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_RGD_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,6880592,c3b416942712a676763adb5aaa9c8534695bcd28ca799e9ad2fcc09c768bd650,unverified
data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Seq_Accession_Human_Orthologs_MSigDB.v2026.1.Hs.chip,82491831,598ad799870dd58b273f329c7ac325fe4a60a1c11a060914835e15ef38bb0aa5,unverified
data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_UniProt_IDs_Human_Orthologs_MSigDB.v2026.1.Hs.chip,5098999,377587ba9f298cc0a102172aa0ed38dba89d0a98664ba411bbee40f2dec32af3,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c1.all.v2026.1.Hs.entrez.gmt,354572,1ae8c6390857184e6a43e23cd0946f8f01649637f0ba390531208dd5d01f0722,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c1.all.v2026.1.Hs.symbols.gmt,380137,ea8f0ac8405fcdf4c93ff8cb14eec54ebf10329073992a52e5afa969bc5f8277,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.all.v2026.1.Hs.entrez.gmt,4212158,ba308be95d7cbbec4ae27e9fc5403be37dbc13d75616b45ab03dbaacc198878b,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.all.v2026.1.Hs.symbols.gmt,4634828,237ee6165b3055d3a861d484c4959566a204a96a9b3bacee112dd03cc1751fb1,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cgp.v2026.1.Hs.entrez.gmt,2674485,8db69a5a0a721951f8841d060266676b03097ad2b292f05046632cf9f5e92dfc,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cgp.v2026.1.Hs.symbols.gmt,2957438,170609526c4a52d89f3ce3719b616b199b3b13d8785dc672a593fabb90e72bf2,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cp.biocarta.v2026.1.Hs.entrez.gmt,53030,b0322f41f1f912292079335acf28e541e1d6fa0d5987709623668a20e779f6d9,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cp.biocarta.v2026.1.Hs.symbols.gmt,57689,b53f03a674cedb6d86fef65c73ec1bd9704a86f6ac3e0f419667ff8730c6d4e3,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cp.kegg_legacy.v2026.1.Hs.entrez.gmt,88313,b2b8502eac72bb36d306c0cc6037b1d97558b053874ce5d42db4d3a3efcde508,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cp.kegg_legacy.v2026.1.Hs.symbols.gmt,100274,4a87c8d1260e637ec174f5960885519d46fa29da650e70d3a3641a4d41c4fa5e,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cp.kegg_medicus.v2026.1.Hs.entrez.gmt,169439,d1d15ada0d5703df72529d6ef435d881446ff8d40b9208100c99910bf00e303c,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cp.kegg_medicus.v2026.1.Hs.symbols.gmt,177277,e257052d604cb2f386f8372b3fb9b494095688ac8ae0d72ba947cc00f5628cb1,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cp.pid.v2026.1.Hs.entrez.gmt,59647,81a09c8988d2a1eedda4d9a3680a3f93e0c74c4a86a52e605743c210e725c6ed,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cp.pid.v2026.1.Hs.symbols.gmt,65610,208772254b8c13a6ee1c4a864cfa14b56657f279ec5b36e8999db87b951155e5,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cp.reactome.v2026.1.Hs.entrez.gmt,820661,b2fcb2f6c81a598df5a645333f7ecf52c7a07b782dc39b30ff390d431dc20695,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cp.reactome.v2026.1.Hs.symbols.gmt,898680,5d61f289a2400cddfbb3a3353829fd2284a360bbe50f2093b566c4b7bea93341,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cp.v2026.1.Hs.entrez.gmt,1537673,67456c318441cecc7c96f3506912db5b7f61165989c09b6bc145029bf2306ac4,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cp.v2026.1.Hs.symbols.gmt,1677390,af1b31c091f5d296438f6ca20fba0286ca31fd8ae84efd6317675e6579968093,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cp.wikipathways.v2026.1.Hs.entrez.gmt,341654,5becdd7484c5e0b116efac7d94a70cc1aaca3141aca030b39595162c2c03ea5b,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c2.cp.wikipathways.v2026.1.Hs.symbols.gmt,372459,42c7a6dedea6a7abbc37f5d77d1ab84cc8fdaad44d7f664026047d23cc78f52c,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c3.all.v2026.1.Hs.entrez.gmt,5125187,7acad8e565d2369f085e470678d6055ea149786f32b982abb73853daeb753606,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c3.all.v2026.1.Hs.symbols.gmt,5619196,7c03a2286ec8ac321d078706cbeff79fa2ad533555933d1bb5ca0a46a2b2ee90,unverified
